callsign,flowntime[s],flowndistance[NM],fuel[kg],CO2[kg],H2O[kg],Soot[kg],SOx[kg],NOx[kg],CO[kg],HC[kg]
NAX1WA,86399.0,3168.48263628,26103.462304932385,82486.94088358735,32107.258635066704,0.7831038691479719,31.32415476591884,358.6748350296799,54.58195262238343,4.716176384515388
AFR378,86399.0,2853.28463398,25250.084546960024,79790.26716839412,31057.603992760884,0.7575025364088029,30.300101456351925,343.11460125701564,52.608245735608286,4.407914279272017
DLH8P,86399.0,2610.9345043,25223.48710262281,79706.21924428882,31024.88913622629,0.7567046130786801,30.268184523147514,344.95695878866826,52.60846990784785,4.451374929807474
AFR334,86399.0,2640.24600821,25246.47874181984,79778.8728241514,31053.16885243856,0.7573943622546024,30.295774490184176,345.4483807192786,51.7237461651218,4.335875261419564
DLH4J,86399.0,2686.04134054,68188.79856719071,215476.60347232458,83872.22223764531,2.0456639570157487,81.82655828062909,1130.7469293001302,123.58201347784353,2.9872789104278743
VIR41R,86399.0,2583.1317593,23729.119399871553,74984.0173035938,29186.81686184217,0.7118735819961455,28.474943279845927,335.10262332009984,47.91667606113188,4.2419783600557315
EIN12C,86399.0,2329.42016658,61913.38684212127,195646.3024211034,76153.46581580919,1.857401605263643,74.29606421054537,1029.847408618533,110.77738822483725,2.751135627446766
BAW297,86399.0,2266.12036249,22837.606325515048,72166.83598862712,28090.25578038325,0.6851281897654447,27.405127590618015,319.82177128133503,46.17847982937941,3.988126951580403
AAL91,86399.0,2541.6208654,21801.384592647144,68892.37531276513,26815.703048956064,0.6540415377794115,26.161661511176472,316.2700507863478,44.17222954542822,4.390351909879938
SWR18,86399.0,2052.70147584,57298.57889346151,181063.50930333775,70477.25203895754,1.7189573668038374,68.75829467215384,939.5789538795868,101.74516909887151,2.4744098861053825
CFGRS,86399.0,3444.62509217,21781.625525219737,68829.93665969474,26791.399396020744,0.6534487657565992,26.137950630263862,319.8613071221516,43.164490130684946,4.007167865164036
NAX19M,86399.0,2214.19686649,20528.323551652968,64869.50242322332,25249.837968533175,0.6158497065495886,24.633988261983603,292.53003255123735,41.68068864768394,3.7939615571870617
SWR52,86399.0,2056.6374884,54091.71909420733,170929.83233769363,66532.81448587499,1.6227515728262343,64.9100629130486,899.1250731742733,96.06747610959582,2.388615883258405
NAX9V,86399.0,1941.50921047,19372.332560549356,61216.570891335454,23827.969049475483,0.581169976816479,23.246799072659034,278.96188327745494,39.05210871657635,3.672718748115151
AFR008,86399.0,1886.96156882,19225.03751244971,60751.11853934105,23646.796140313127,0.5767511253734924,23.070045014939435,275.00255311406744,38.37033358877025,3.4500085011839317
NAX7149,86399.0,1832.34146473,18817.492843251293,59463.27738467398,23145.516197199096,0.5645247852975362,22.58099141190143,272.09783508427995,37.76303599020911,3.5746679536147563
AFR348,86399.0,1663.9110178,18268.08016105589,57727.13330893703,22469.738598098847,0.548042404831675,21.92169619326718,261.05696365219166,35.24798028845909,3.0466689503584896
